UF,RR
Cidade,CARACARAI
Nome Posto,AGROPECUARIA BOA VISTA
Latitude,0.5391666666666667
Longitude,-60.7675
Codigo,8160003
Qtd. Anos,35
Ano,Maxima
1985,100.6
1986,62.9
1987,69.8
1988,80
1989,80.4
1990,70
1991,40.4
1992,167.8
1993,232.7
1994,90.4
1995,171
1996,74.7
1997,88.6
1998,119.7
1999,73.2
2000,82.7
2001,130.2
2002,108.1
2003,126.7
2004,70
2005,165.6
2006,212.7
2007,73
2008,109.1
2009,92.2
2010,79.1
2011,66.7
2012,104.4
2013,97
2014,138.8
2015,84.8
2016,66.4
2017,82.1
2018,96.5
2019,71
