UF,RR
Cidade,UIRAMUTA
Nome Posto,FAZENDA BANDEIRA BRANCA
Latitude,3.3694444444444445
Longitude,-60.470555555555556
Codigo,8560000
Qtd. Anos,21
Ano,Maxima
1976,75
1977,50.8
1978,50.2
1979,72.4
1980,75.8
1981,85.6
1982,55.8
1983,50
1984,80
1985,73.2
1986,75.2
1987,85.8
1988,71.4
1989,38.8
1990,105.8
1991,17.2
1992,123.8
1993,68.6
1994,113.8
1995,94.8
1996,63.8
