UF,RR
Cidade,UIRAMUTA
Nome Posto,UIRAMUTA
Latitude,3.4013888888888886
Longitude,-60.16638888888889
Codigo,8460004
Qtd. Anos,18
Ano,Maxima
2002,15.6
2003,109.1
2004,48.3
2005,60.5
2006,56
2007,73.7
2008,42.1
2009,46.6
2010,77.1
2011,88.7
2012,87.6
2013,67.9
2014,59.1
2015,57
2016,78.1
2017,75.1
2018,71.4
2019,76.5
