UF,SC
Cidade,JARAGUA DO SUL
Nome Posto,JARAGUA DO SUL
Latitude,-26.464166666666667
Longitude,-49.086666666666666
Codigo,2649037
Qtd. Anos,49
Ano,Maxima
1942,106.2
1943,124.8
1944,135
1945,85
1946,91.2
1947,61.5
1948,172.8
1949,68.3
1950,50.9
1951,68.6
1952,59.1
1953,67.8
1954,163.8
1955,101.2
1956,108.8
1957,72.6
1958,131.6
1959,49.6
1960,117.2
1961,91.2
1987,58.8
1988,70.1
1989,80.7
1990,72.3
1991,135.7
1992,84.6
1993,92.4
1994,100.8
1995,129.8
1996,61.3
1997,83.3
1998,108.9
1999,141
2000,80.1
2001,82.5
2002,61.7
2003,94.9
2004,102
2005,74.8
2006,64.5
2007,86.4
2008,224.8
2009,76.7
2010,292
2011,147
2012,104.8
2013,69
2014,150.8
2015,85.4
