UF,SC
Cidade,ITUPORANGA
Nome Posto,ITUPORANGA
Latitude,-27.398611111111112
Longitude,-49.60583333333334
Codigo,2749002
Qtd. Anos,78
Ano,Maxima
1941,104.8
1942,70
1943,69
1944,56.8
1945,60.2
1946,60.3
1947,72.3
1948,91
1949,42
1950,59.2
1951,77.2
1952,54
1953,63.8
1954,95.8
1955,62.2
1956,100.3
1957,62.3
1958,60.3
1959,72.3
1960,59.5
1961,84.5
1962,47.2
1963,72.3
1964,52.2
1965,61.2
1966,73.3
1967,66.2
1968,53.4
1969,87.4
1970,39.2
1971,38.4
1972,102.5
1973,84.4
1974,53.4
1975,44.2
1976,68.4
1977,97.4
1978,100
1979,88.4
1980,119.6
1981,47.4
1982,63.6
1983,105.6
1984,102.3
1985,38
1986,73.6
1987,54.2
1988,62.5
1989,104.5
1990,109.5
1991,81.5
1992,96.7
1993,94.2
1994,117.9
1995,72.2
1996,63.2
1997,74.7
1998,76.3
1999,83.1
2000,111
2001,105
2002,59.4
2003,102.5
2004,97.6
2005,78.4
2006,130
2008,42.6
2009,51.8
2010,44.6
2011,78.6
2012,90.5
2013,77.9
2014,74
2015,124.2
2016,73.7
2017,169.3
2018,68.3
2019,80
