UF,RS
Cidade,PINHEIRO MACHADO
Nome Posto,TORRINHAS
Latitude,-31.31416666666667
Longitude,-53.49944444444444
Codigo,3153017
Qtd. Anos,45
Ano,Maxima
1976,67
1977,110
1978,60
1979,83
1980,150
1981,55
1982,75
1983,150.1
1984,68.4
1985,73.4
1986,255.2
1987,117.3
1988,56
1989,67.4
1990,211
1991,125
1992,140.2
1993,95
1994,72.4
1995,113.2
1996,69.2
1997,113.2
1998,110.4
1999,61.1
2000,155.6
2001,142.8
2002,202.3
2003,84.8
2004,136.3
2005,83.6
2006,95
2007,57.6
2008,46.5
2009,101.3
2010,40.9
2011,70.5
2012,90.1
2013,88.1
2014,139.1
2015,94.7
2016,60.3
2017,149.8
2018,90.6
2019,96.4
2020,72.6
