UF,RS
Cidade,SAO BORJA
Nome Posto,PASSO SAO BORJA
Latitude,-28.66638888888889
Longitude,-55.97972222222222
Codigo,2856006
Qtd. Anos,36
Ano,Maxima
1985,131.7
1986,82.3
1987,122.8
1988,87
1989,117.7
1990,77.6
1991,70.5
1992,107.9
1993,92.6
1994,95.1
1995,88
1996,115.6
1997,149
1998,147.2
1999,167
2000,102
2001,138
2002,108.3
2003,132.4
2004,78.6
2005,101
2006,95.8
2007,118.3
2008,153.5
2009,76.2
2010,217.5
2011,148.5
2012,78.6
2013,132
2014,123.8
2015,97.6
2016,108.5
2017,198.6
2018,168.7
2019,106.4
2020,37.8
