UF,RS
Cidade,BAGE
Nome Posto,ESTANCIA DO ESPANTOSO
Latitude,-31.53388888888889
Longitude,-54.29472222222222
Codigo,3154006
Qtd. Anos,23
Ano,Maxima
1998,67
1999,74.6
2000,73.9
2001,123
2002,106.5
2003,120
2004,110
2005,62
2006,86
2007,124
2008,66.9
2009,108.5
2010,56.2
2011,43.7
2012,102.5
2013,90.7
2014,74.5
2015,84
2016,95
2017,159
2018,82.1
2019,66.6
2020,30
