UF,RS
Cidade,MARAU
Nome Posto,VILA TRES PASSOS
Latitude,-28.480833333333333
Longitude,-52.36666666666667
Codigo,2852031
Qtd. Anos,59
Ano,Maxima
1959,100.7
1960,100.4
1961,100.8
1962,48.2
1963,58.3
1964,74.2
1965,152.2
1966,90.4
1967,78.3
1968,58.4
1969,94.4
1970,90.8
1971,92.8
1972,84.6
1973,114.4
1974,92.4
1975,82.8
1976,78.8
1977,95.8
1978,71.2
1979,97.4
1980,84.4
1981,90.4
1982,100.4
1983,93.4
1984,113.8
1985,95.2
1986,125.4
1987,89.6
1988,82.4
1989,124.6
1990,101.1
1991,100.4
1992,122.4
1993,85.4
1994,95.4
1995,95.1
1996,86
1997,78.2
1998,150.2
1999,78.2
2000,81
2001,110
2002,97
2003,78.4
2004,53.4
2005,114.4
2006,75
2007,91.8
2008,119.6
2009,74.8
2010,127.2
2011,127
2012,96.6
2016,136.7
2017,97.7
2018,65
2019,79
2020,33
