UF,RS
Cidade,PIRATINI
Nome Posto,FERRARIA
Latitude,-31.7375
Longitude,-53.053888888888885
Codigo,3153004
Qtd. Anos,44
Ano,Maxima
1976,57
1977,80
1978,56.4
1979,103.6
1980,94
1981,110.8
1982,64.2
1983,216.8
1984,152.4
1985,61.6
1986,112.4
1987,102
1988,83.5
1989,141.5
1990,69.3
1991,96.2
1992,143.2
1993,110.2
1994,102.2
1995,93.6
1996,145.8
1997,107.9
1998,92.2
1999,56.7
2000,97.4
2001,103
2002,98.2
2003,92.4
2004,75.6
2005,68.6
2006,131.1
2007,102.3
2008,61.3
2009,108.3
2010,75.8
2011,82.2
2012,90.4
2013,64.8
2014,75.2
2015,83.2
2016,82.7
2017,164.5
2018,97.8
2019,57.5
