UF,RS
Cidade,TAPEJARA
Nome Posto,TAPEJARA
Latitude,-28.0575
Longitude,-51.99611111111111
Codigo,2852046
Qtd. Anos,45
Ano,Maxima
1976,57.2
1977,69.2
1978,55.8
1979,71.4
1980,77.4
1981,63.2
1982,110
1983,92.4
1984,73.6
1985,127
1986,75.6
1987,169
1988,105.2
1989,103
1990,114
1991,108.6
1992,128
1993,186.3
1994,91.4
1995,91.3
1996,80.1
1997,110.6
1998,131
1999,83.2
2000,97.3
2001,123.8
2002,71.9
2003,104.4
2004,64.6
2005,106.8
2006,112.8
2007,73.6
2008,47.3
2009,68.5
2010,122.4
2011,106.2
2012,107.6
2013,71.5
2014,118.4
2015,87.4
2016,98.4
2017,90.7
2018,64.2
2019,83
2020,74.5
