UF,RS
Cidade,SANTANA DO LIVRAMENTO
Nome Posto,FAZENDA ENCERRA
Latitude,-30.695555555555554
Longitude,-55.974444444444444
Codigo,3055003
Qtd. Anos,45
Ano,Maxima
1976,52
1977,107
1978,85
1979,90.6
1980,126
1981,163
1982,126
1983,180.5
1984,151
1985,99.2
1986,118
1987,100.3
1988,90
1989,54.4
1990,136
1991,158
1992,172.2
1993,115.8
1994,77.1
1995,90
1996,82.2
1997,179.5
1998,78.5
1999,67.7
2000,145
2001,200
2002,168.1
2003,126.7
2004,98
2005,90.5
2006,120
2007,106
2008,90.7
2009,155.4
2010,79.2
2011,67.8
2012,75.3
2013,169.1
2014,115.2
2015,289.7
2016,118.2
2017,131
2018,160
2019,91
2020,48.6
