UF,RS
Cidade,IJUI
Nome Posto,CONCEICAO
Latitude,-28.45611111111111
Longitude,-53.97166666666667
Codigo,2853003
Qtd. Anos,62
Ano,Maxima
1959,76.2
1960,85.3
1961,98.4
1962,46.2
1963,85.2
1964,99.2
1965,81.2
1966,85.3
1967,98.2
1968,132.1
1969,84.2
1970,64.2
1971,92.3
1972,127.3
1973,110
1974,75.2
1975,71
1976,75.2
1977,78.2
1978,75.2
1979,92.3
1980,83.2
1981,75.2
1982,119.8
1983,107.4
1984,126.2
1985,128.6
1986,111.4
1987,106.2
1988,89.1
1989,120
1990,123.6
1991,126.3
1992,241.6
1993,89.4
1994,83.7
1995,94.5
1996,110.4
1997,151.6
1998,90.2
1999,67.1
2000,93.3
2001,77.5
2002,229.7
2003,107
2004,57.9
2005,128.5
2006,84.8
2007,123.2
2008,143.6
2009,93.4
2010,90.1
2011,110.1
2012,133.4
2013,71.3
2014,143.7
2015,113.6
2016,124.1
2017,129.9
2018,70.1
2019,122.9
2020,48.4
