UF,RS
Cidade,BARRA DO RIBEIRO
Nome Posto,BARRA DO RIBEIRO
Latitude,-30.295
Longitude,-51.31444444444444
Codigo,3051023
Qtd. Anos,45
Ano,Maxima
1976,62.6
1977,144.4
1978,32.1
1979,77
1980,50
1981,82.6
1982,76.4
1983,78
1984,81.1
1985,146.8
1986,81.6
1987,61.2
1988,57.1
1989,46.8
1990,122
1991,65
1992,47.2
1993,145.6
1994,61
1995,100
1996,77
1997,78
1998,102
1999,80.5
2000,77.2
2001,76.7
2002,75
2003,86.5
2004,118.7
2005,121.3
2006,46.3
2007,99.4
2008,147.4
2009,84.5
2010,77.5
2011,69.5
2012,96.3
2013,74.5
2014,114.1
2015,141.5
2016,122.6
2017,123.8
2018,104.5
2019,84.8
2020,41.1
