UF,RJ
Cidade,RIO DE JANEIRO
Nome Posto,VIA 11 - 9DR 
Latitude,-23
Longitude,-43.36638888888889
Codigo,2343007
Qtd. Anos,25
Ano,Maxima
1970,28.3
1971,171.7
1972,79.4
1973,73.4
1974,64
1975,74.8
1976,56.9
1977,148.5
1978,64
1979,98.3
1980,69.1
1981,83.9
1982,62
1983,50.1
1984,62.8
1985,146.3
1986,63.2
1987,105.2
1988,98.7
1989,97.8
1990,49.8
1991,90.2
1992,118.2
1993,80.4
1994,105.4
