UF,RJ
Cidade,NOVA FRIBURGO
Nome Posto,NOVA FRIBURGO
Latitude,-22.283333333333335
Longitude,-42.53333333333333
Codigo,2242070
Qtd. Anos,33
Ano,Maxima
1961,87.6
1962,71
1963,71.4
1964,113
1965,66.7
1966,165.4
1967,79
1968,73.2
1969,78
1970,51.6
1975,83.4
1976,73.5
1977,67.5
1978,108.6
1979,54.6
1980,19.5
1982,33.7
1983,60
1984,77.5
1985,61.6
1986,76.4
1987,96.6
1988,39
1989,79
1990,72.2
1991,38.4
1992,86.6
1993,62
1994,63.6
1995,60
1996,85.6
1997,79.2
1998,56
