UF,RJ
Cidade,NOVA FRIBURGO
Nome Posto,SAO LOURENCO
Latitude,-22.349444444444444
Longitude,-42.62416666666667
Codigo,2242009
Qtd. Anos,18
Ano,Maxima
2003,81.2
2004,80.3
2005,134.7
2006,84.7
2007,83.6
2008,55.4
2009,96.5
2010,73.4
2011,164.5
2012,130
2013,128.3
2014,85.4
2015,50.2
2016,110
2017,58.2
2018,75.5
2019,63.5
2020,30
