UF,SE
Cidade,SIMAO DIAS
Nome Posto,RIACHUELO
Latitude,-10.733333333333333
Longitude,-37.733333333333334
Codigo,1037043
Qtd. Anos,19
Ano,Maxima
1953,104.2
1954,86.2
1955,55
1956,62.6
1957,76.1
1958,82.2
1959,40.9
1960,114.2
1961,61.2
1962,96.2
1963,68.8
1964,82.2
1965,140
1966,87
1967,79.1
1968,125
1969,74.6
1970,64
1971,60.4
