UF,SE
Cidade,JAPARATUBA
Nome Posto,FAZENDA CAJUEIRO
Latitude,-10.578055555555554
Longitude,-36.91555555555556
Codigo,1036063
Qtd. Anos,29
Ano,Maxima
1991,8.9
1992,85.5
1993,120.4
1994,135.8
1995,89.4
1996,86.6
1997,85.4
1998,85.6
1999,115
2000,99
2001,83.1
2002,55.5
2003,97.1
2004,94.2
2005,182
2006,101.8
2007,101.2
2008,120
2009,122.1
2010,94.2
2011,72.4
2012,72.5
2013,108.3
2014,102.2
2015,60
2016,39.3
2017,86.9
2018,70.4
2019,104.2
