UF;Codigo;Cidade;Nome Posto;Latitude;Longitude
AC;1069000;ASSIS BRASIL;ASSIS BRASIL;-10,94361111;-69,56555556
AC;1168001;BRASILEIA;BRASILEIA;-11,02333333;-68,735
AC;968004;BUJARI;FAZENDA CANARI;-9,566666667;-68,28333333
AC;1067003;CAPIXABA;VILA CAPIXABA;-10,57583333;-67,67666667
AC;772000;CRUZEIRO DO SUL;CRUZEIRO DO SUL;-7,611111111;-72,68111111
AC;773000;CRUZEIRO DO SUL;SERRA DO MOA;-7,435555556;-73,65222222
AC;870002;FEIJO;FEIJO;-8,163611111;-70,35638889
AC;870003;FEIJO;SERINGAL SANTA HELENA;-8,685833333;-70,55111111
AC;869000;MANOEL URBANO;MANOEL URBANO;-8,884166667;-69,26805556
AC;872000;MARECHAL THAUMATURGO;THAUMATURGO;-8,935277778;-72,785
AC;972000;MARECHAL THAUMATURGO;FOZ DO BREU;-9,401666667;-72,7025
AC;1067002;PLACIDO DE CASTRO;PLACIDO DE CASTRO;-10,32416667;-67,18861111
AC;872001;PORTO WALTER;PORTO WALTER;-8,2675;-72,73444444
AC;967000;RIO BRANCO;RIO BRANCO;-9,975833333;-67,8
AC;968003;SENA MADUREIRA;SERINGAL SAO JOSE;-9,374444444;-68,72388889
AC;968005;SENA MADUREIRA;SENA MADUREIRA;-9,065833333;-68,65972222
AC;969001;SENA MADUREIRA;SERINGAL GUARANY;-9,110277778;-68,99333333
AC;967005;SENADOR GUIOMARD;SANTA ROSA;-9,888055556;-67,13916667
AC;771001;TARAUACA;FAZENDA PARANACRE;-7,951111111;-71,48222222
AC;772003;TARAUACA;SERINGAL BOM FUTURO;-7,850277778;-72,01916667
AC;1068000;XAPURI;XAPURI;-10,64972222;-68,50666667
AL;937007;AGUA BRANCA;AGUA BRANCA-1;-9,283333333;-37,93333333
AL;937008;AGUA BRANCA;AGUA BRANCA-2;-9,28;-37,9
AL;936070;ANADIA;ANADIA;-9,683611111;-36,30361111
AL;936066;ARAPIRACA;ARAPIRACA;-9,75;-36,65
AL;936010;ATALAIA;ATALAIA;-9,516666667;-36,01666667
AL;937040;BATALHA;CAPIVARA II;-9,783055556;-37,00805556
AL;936016;BOCA DA MATA;FAZENDA VARRELA;-9,7;-36,05
AL;937012;CANAPI;CAPIA DA IGREJINHA;-9,183333333;-37,43333333
AL;1036012;CORURIPE;CORURIPE-1;-10,12861111;-36,28638889
AL;1036013;CORURIPE;CORURIPE-2;-10,11666667;-36,16666667
AL;1036062;CORURIPE;CAMACARI;-10,03138889;-36,30388889
AL;937013;DELMIRO GOUVEIA;DELMIRO GOUVEIA;-9,392777778;-37,99416667
AL;1036003;IGREJA NOVA;IGREJA NOVA;-10,11666667;-36,65
AL;835139;JACUIPE;JACUIPE;-8,841944444;-35,4475
AL;936020;JUNQUEIRO;JUNQUEIRO;-9,933333333;-36,48333333
AL;936022;LAGOA DA CANOA;LAGOA DA CANOA;-9,828611111;-36,50944444
AL;936026;LIMOEIRO DE ANADIA;LIMOEIRO DE ANADIA;-9,744722222;-37,1025
AL;935004;MACEIO;MACEIO (Tabuleiro);-9,551111111;-35,77
AL;935005;MACEIO;MACEIO;-9,566666667;-35,78333333
AL;935024;MACEIO;SAUDE;-9,533333333;-35,63333333
AL;936028;MAJOR ISIDORO;MAJOR ISIDORO;-9,533333333;-36,98333333
AL;935057;MARECHAL DEODORO;MARECHAL DEODORO;-9,716388889;-35,89166667
AL;937014;MATA GRANDE;MATA GRANDE;-9,133333333;-37,73333333
AL;935011;MATRIZ DE CAMARAGIBE;MATRIZ DE CAMARAGIBE;-9,166666667;-35,51666667
AL;935012;MURICI;MURICI - PONTE;-9,313611111;-35,94972222
AL;936035;PALMEIRA DOS INDIOS;PALMEIRA DOS INDIOS;-9,42;-36,62
AL;937018;PAO DE ACUCAR;PAO DE ACUCAR;-9,748611111;-37,44972222
AL;935013;PASSO DE CAMARAGIBE;PASSO DE CAMARAGIBE;-9,233333333;-35,48333333
AL;1036005;PENEDO;PENEDO;-10,285;-36,55638889
AL;1036007;PIACABUCU;PIACABUCU;-10,40638889;-36,42611111
AL;1036050;PIACABUCU;PONTAL DA BARRA;-10,48333333;-36,4
AL;935014;PILAR;PILAR (MANGUABA)  ;-9,6;-35,9
AL;937023;PIRANHAS;PIRANHAS;-9,626111111;-37,75611111
AL;937004;POCO DAS TRINCHEIRAS;POCO DAS TRINCHEIRAS;-9,216666667;-37,28333333
AL;935016;PORTO CALVO;PORTO CALVO;-9,066666667;-35,4
AL;935018;PORTO DE PEDRAS;PORTO DE PEDRAS;-9,18;-35,43
AL;935019;PORTO DE PEDRAS;PORTO DE PEDRAS (DNOS);-9,166666667;-35,3
AL;935028;PORTO DE PEDRAS;TATUAMUNHA;-9,233333333;-35,35
AL;1036009;PORTO REAL DO COLEGIO;PORTO REAL DO COLEGIO;-10,18333333;-36,83333333
AL;936041;QUEBRANGULO;QUEBRANGULO;-9,302222222;-36,47277778
AL;936121;QUEBRANGULO;VILA SAO FRANCISCO;-9,366388889;-36,41944444
AL;935021;RIO LARGO;RIO LARGO;-9,483333333;-35,83333333
AL;935056;RIO LARGO;FAZENDA BOA FORTUNA;-9,4675;-35,85638889
AL;937032;SANTANA DO IPANEMA;SANTANA DO IPANEMA;-9,372777778;-37,24527778
AL;936114;SANTANA DO MUNDAU;SANTANA DO MUNDAU;-9,168888889;-36,21972222
AL;936112;SAO JOSE DA LAJE;SAO JOSE DA LAJE;-9,004166667;-36,05111111
AL;935025;SAO LUIS DO QUITUNDE;SAO LUIS DO QUITUNDE;-9,333333333;-35,55
AL;936048;SAO MIGUEL DOS CAMPOS;SAO MIGUEL DOS CAMPOS;-9,783333333;-36,1
AL;936050;TRAIPU;TRAIPU;-9,966666667;-36,98333333
AL;936053;UNIAO DOS PALMARES;UNIAO DOS PALMARES;-9,166666667;-36,05
AL;936057;VICOSA;VICOSA;-9,383333333;-36,25
AM;364002;ALVARAES;LARANJAL;-3,24;-64,775
AM;658000;APUI;SANTAREM SUCUNDURI;-6,795277778;-59,04083333
AM;760001;APUI;BOCA DO GUARIBA;-7,705277778;-60,57833333
AM;470009;ATALAIA DO NORTE;LADARIO - JUSANTE;-4,583611111;-70,28111111
AM;359004;AUTAZES;AUTAZES;-3,576388889;-59,13388889
AM;62000;BARCELOS;BARCELOS;-0,971111111;-62,92861111
AM;63000;BARCELOS;CUMARU;-0,598333333;-63,39777778
AM;161002;BARCELOS;MOURA;-1,458888889;-61,63305556
AM;162000;BARCELOS;CARVOEIRO;-1,394444444;-61,97916667
AM;162002;BARCELOS;UMANAPANA;-1,887222222;-62,43666667
AM;162003;BARCELOS;VISTA ALEGRE DO UNINI;-1,710833333;-62,82361111
AM;8063001;BARCELOS;VILA CONCEICAO - MONTANTE;-0,2275;-63,98833333
AM;257001;BARREIRINHA;BARREIRINHA;-2,792222222;-57,06444444
AM;257002;BOA VISTA DO RAMOS;BOA VISTA DO RAMOS;-2,970277778;-57,59
AM;867001;BOCA DO ACRE;BOCA DO ACRE;-8,735555556;-67,40027778
AM;867002;BOCA DO ACRE;SAO ROMAO (TABOCAL);-8,25;-67,36666667
AM;967001;BOCA DO ACRE;FLORIANO PEIXOTO;-9,066666667;-67,39694444
AM;968001;BOCA DO ACRE;SERINGAL DA CARIDADE;-9,043888889;-68,57722222
AM;459000;BORBA;BORBA;-4,391388889;-59,59833333
AM;460001;BORBA;COLOCACAO TUPANA;-4,166666667;-60,8
AM;758000;BORBA;BARRA DO SAO MANUEL;-7,338888889;-58,155
AM;261001;CAAPIRANGA;UNIAO;-2,989722222;-61,72916667
AM;664001;CANUTAMA;CANUTAMA;-6,538888889;-64,38583333
AM;466001;CARAUARI;GAVIAO;-4,839166667;-66,85055556
AM;466002;CARAUARI;CAITITU;-4,333333333;-66,5
AM;567001;CARAUARI;XIBAUA;-5,893611111;-67,85694444
AM;567002;CARAUARI;MARIMARI;-5,460833333;-67,40583333
AM;668000;CARAUARI;SANTOS DUMONT;-6,441666667;-68,24388889
AM;363000;COARI;BARRO ALTO - SAO RAIMUNDO DO IPIXUNA;-3,875;-63,78583333
AM;463003;COARI;VISTA ALEGRE;-4,6725;-63,62333333
AM;363002;CODAJAS;LIBERDADE;-3,456388889;-63,39222222
AM;669001;EIRUNEPE;SOLEDADE;-6,613888889;-69,12166667
AM;670000;EIRUNEPE;FOZ DO GREGORIO;-6,8;-70,65
AM;770001;EIRUNEPE;SERINGAL SANTO AMARO;-7,266666667;-70,98333333
AM;770000;ENVIRA;ENVIRA;-7,428055556;-70,0225
AM;266000;FONTE BOA;FONTE BOA;-2,533333333;-66,16666667
AM;267001;FONTE BOA;ESPIRITO SANTO;-2,75;-67,56666667
AM;662001;HUMAITA;JUMA;-7,008333333;-62,78722222
AM;762002;HUMAITA;MAICI-MIRIM;-7,630833333;-62,66055556
AM;762003;HUMAITA;MAICI-GRANDE;-7,802777778;-62,34777778
AM;763001;HUMAITA;HUMAITA;-7,515277778;-63,02861111
AM;763002;HUMAITA;UHE SANTO ANTONIO HUMAITA;-7,527222222;-63,01277778
AM;771000;IPIXUNA;IPIXUNA;-7,050833333;-71,68416667
AM;772002;IPIXUNA;SERINGAL BOA FE;-7,235833333;-72,33361111
AM;260008;IRANDUBA;LAGO DO IPIXUNA;-2,896388889;-60,68833333
AM;358000;ITACOATIARA;ITACOATIARA;-3,1375;-58,44305556
AM;166000;JAPURA;ACANAUI;-1,821111111;-66,6
AM;167001;JAPURA;MAMORI;-1,731944444;-67,57861111
AM;169000;JAPURA;VILA BITTENCOURT;-1,394722222;-69,42833333
AM;169002;JAPURA;MANGUEIRA;-1,733333333;-69,11666667
AM;366001;JURUA;MARTIRIO;-2,981111111;-65,94194444
AM;266004;JUTAI;PORTO ANTUNES;-2,890277778;-66,94916667
AM;367001;JUTAI;PORTO SEGURO;-3,337222222;-67,48888889
AM;467002;JUTAI;BARREIRA ALTA NOVA (MAROA);-4,571111111;-68,01111111
AM;468003;JUTAI;CONCEICAO (EX. ILHA DA NOVA SORTE);-4,896666667;-68,66333333
AM;468004;JUTAI;TANIBUCA;-4,741666667;-68,135
AM;568001;JUTAI;COLOCACAO CAXIAS NOVO;-5,380833333;-68,99833333
AM;569001;JUTAI;NOVA VIDA;-5,633333333;-69,23333333
AM;764001;LABREA;LABREA;-7,25;-64,83333333
AM;764003;LABREA;CRISTO;-7,465;-64,24333333
AM;765000;LABREA;CACHOEIRA;-7,715555556;-66,05833333
AM;765001;LABREA;SAO BENTO;-7,530555556;-65,35
AM;865000;LABREA;FAZENDA SHEFFER;-8,334444444;-65,71944444
AM;967004;LABREA;RESTAURANTE PORTEIRA DO AMAZONAS;-9,500833333;-67,28222222
AM;260009;MANAUS;RIO CUIEIRAS;-2,665555556;-60,3275
AM;360005;MANAUS;COMUNIDADE SAO JOAO;-3,047222222;-60,25583333
AM;661001;MANICORE;NOVA ESPERANCA;-6,360555556;-61,76666667
AM;761003;MANICORE;FAZENDA BELA VISTA;-7,853333333;-61,33388889
AM;861002;MANICORE;BONAMIGO;-8,001666667;-61,74972222
AM;165000;MARAA;MARAA;-1,861111111;-65,59055556
AM;265000;MARAA;SAO PEDRO;-2,35;-65,11666667
AM;157001;NHAMUNDA;MINERACAO CAIMA;-1,437777778;-57,8275
AM;256002;NHAMUNDA;NHAMUNDA;-2,189722222;-56,71055556
AM;359001;NOVA OLINDA DO NORTE;NOVA OLINDA DO NORTE;-3,884722222;-59,08972222
AM;459001;NOVA OLINDA DO NORTE;NITEROI (TERRA PRETA II);-4,749722222;-59,24944444
AM;161004;NOVO AIRAO;SERINGALZINHO;-1,8325;-61,59833333
AM;560001;NOVO ARIPUANA;RECREIO (PEDREIRAS);-5,296388889;-60,70055556
AM;560002;NOVO ARIPUANA;MONTE ALEGRE;-5,589166667;-60,37361111
AM;660000;NOVO ARIPUANA;SERINGAL JENIPAPO;-6,000277778;-60,18777778
AM;759000;NOVO ARIPUANA;VILA DO APUI;-7,204444444;-59,89305556
AM;760000;NOVO ARIPUANA;PRAINHA VELHA;-7,205;-60,64361111
AM;256000;PARINTINS;PARINTINS;-2,633333333;-56,73333333
AM;257003;PARINTINS;MOCAMBO;-2,455555556;-57,2825
AM;766001;PAUINI;SERINGAL FORTALEZA;-7,717222222;-66,98472222
AM;767002;PAUINI;FAZENDA BORANGABA;-7,54;-67,47777778
AM;159000;PRESIDENTE FIGUEIREDO;BALBINA P-8 (UHE BALBINA);-1,938055556;-59,48333333
AM;160000;PRESIDENTE FIGUEIREDO;POSTO ABONARI - FUNAI;-1,298888889;-60,39972222
AM;65001;SANTA IZABEL DO RIO NEGRO;TAPURUQUARA;-0,420277778;-65,01527778
AM;268000;SANTO ANTONIO DO ICA;BOA UNIAO;-2,880555556;-68,79861111
AM;269001;SANTO ANTONIO DO ICA;IPIRANGA NOVO;-2,929722222;-69,69305556
AM;367000;SANTO ANTONIO DO ICA;SANTO ANTONIO DO ICA;-3,101666667;-67,93555556
AM;66000;SAO GABRIEL DA CACHOEIRA;LIVRAMENTO;-0,288888889;-66,15333333
AM;67000;SAO GABRIEL DA CACHOEIRA;SAO GABRIEL DA CACHOEIRA;-0,125277778;-67,06111111
AM;67002;SAO GABRIEL DA CACHOEIRA;TUMBIRA;-0,344444444;-67,53583333
AM;8069005;SAO GABRIEL DA CACHOEIRA;IAUARETE;-0,599166667;-69,19305556
AM;368001;SAO PAULO DE OLIVENCA;SAO PAULO DE OLIVENCA;-3,456944444;-68,91194444
AM;369000;SAO PAULO DE OLIVENCA;SANTA RITA DO WEIL;-3,573055556;-69,37083333
AM;462002;TAPAUA;BEABA;-4,858611111;-62,86833333
AM;563002;TAPAUA;BATURITE;-5,721944444;-63,51083333
AM;564001;TAPAUA;NOVA OLINDA;-5,583055556;-64,33527778
AM;564002;TAPAUA;SERINGAL SAUDADE (TAPIRI);-5,953333333;-64,31638889
AM;664000;TAPAUA;BACABA;-6,325;-64,89111111
AM;364001;TEFE;JUTICA;-3,590277778;-64,30694444
AM;465000;TEFE;ESTIRAO DA SANTA CRUZ;-4,292222222;-65,20166667
AM;465001;TEFE;CIPO;-4,866666667;-65,75
AM;563000;TEFE;SERINGAL MOREIRA;-5,109166667;-63,98472222
AM;158003;URUCARA;SAO JOSE;-1,932777778;-58,25583333
AM;158004;URUCARA;BASE SIDERAMA - JUSANTE;-1,683333333;-58,53333333
AM;257000;URUCARA;URUCARA;-2,537777778;-57,75805556
AP;8250003;AMAPA;AMAPA;1,945277778;-50,78805556
AP;8250002;CALCOENE;CALCOENE;1,504444444;-50,95083333
AP;8251001;CALCOENE;CUNANI;1,301666667;-51,36138889
AP;8251003;CALCOENE;LOURENCO;1,691666667;-51,63805556
AP;8050000;MACAPA;CARMO;-0,508055556;-50,74833333
AP;8050001;MACAPA;BAILIQUE (VILA PROGRESSO);-0,873055556;-50,05222222
AP;8051002;MACAPA;MACAPA;-0,045;-51,11
AP;8051010;MACAPA;PORTO ARIRI;-0,303055556;-51,12666667
AP;51002;MAZAGAO;NAVIO;-0,399166667;-51,42027778
AP;51004;MAZAGAO;VILA DO MARACA;-0,180555556;-51,73583333
AP;52003;MAZAGAO;SAO PEDRO;-0,456666667;-52,0775
AP;8251004;OIAPOQUE;PONTE CASSIPORE;1,042222222;-51,42305556
AP;8351002;OIAPOQUE;OIAPOQUE;2,156388889;-51,8375
AP;8051012;PORTO GRANDE;CUPIXI;-0,615;-51,765
AP;8052000;SERRA DO NAVIO;SERRA DO NAVIO;-0,880277778;-52,00944444
AP;8150000;TARTARUGALZINHO;APOREMA;0,773888889;-50,89722222
AP;8150001;TARTARUGALZINHO;TARTARUGAL GRANDE;0,602222222;-50,92361111
AP;8151000;TARTARUGALZINHO;ITAUBAL DO AMAPA;0,419722222;-50,90277778
BA;839046;ABARE;CURRAL DE PEDRA;-8,783888889;-39,26083333
BA;1137042;ACAJUTIBA;FAZENDA TRIANON;-11,655;-37,93694444
BA;1038003;ADUSTINA;ACUDE ADUSTINA;-10,56388889;-38,07472222
BA;1238006;ALAGOINHAS;ALAGOINHAS ;-12,14888889;-38,42416667
BA;1238042;ALAGOINHAS;BURACICA;-12,25138889;-38,515
BA;1739010;ALCOBACA;ALCOBACA;-17,51555556;-39,2275
BA;1339021;AMARGOSA;AMARGOSA;-13,01666667;-39,58333333
BA;1238088;AMELIA RODRIGUES;AMELIA RODRIGUES (PMA);-12,41666667;-38,76666667
BA;1141021;AMERICA DOURADA;IPANEMA;-11,40722222;-41,60361111
BA;1241043;AMERICA DOURADA;AMERICA DOURADA;-11,46305556;-41,44111111
BA;1441034;ANAGE;ANAGE;-14,6125;-41,13805556
BA;1241008;ANDARAI;ANDARAI;-12,80166667;-41,3275
BA;1144014;ANGICAL;SAO SEBASTIAO;-11,97944444;-44,87722222
BA;1038018;ANTAS;ANTAS;-10,40833333;-38,33138889
BA;1639020;APORA;EGREB;-16,08777778;-39,21555556
BA;1238010;ARACAS;ARACAS;-12,21027778;-38,20055556
BA;1441011;ARACATU;ARACATU (SAO PEDRO);-14,41666667;-41,46666667
BA;1441036;ARACATU;ARACATU;-14,42555556;-41,46805556
BA;1138015;ARACI;ARACI;-11,33333333;-38,95
BA;1138028;ARACI;FAZENDA LARANJEIRAS III;-11,3325;-38,96722222
BA;1139009;ARACI;ACUDE POCO GRANDE (ARACI);-11,25305556;-39,09444444
BA;1339020;ARATUIPE;ARATUIPE;-13,56694444;-39,00194444
BA;1244023;BAIANOPOLIS;LAGOA CLARA;-12,66055556;-44,38916667
BA;1140044;BAIXA GRANDE;BAIXA GRANDE;-11,90694444;-40,18222222
BA;1143005;BARRA;BARRA-1;-11,08472222;-43,13861111
BA;1143006;BARRA;BARRA-2;-11,08333333;-43,15
BA;1143009;BARRA;BOQUEIRAO (BOSSOROCA);-11,34277778;-43,825
BA;1142014;BARRA DO MENDES;BARRA DO MENDES;-11,81666667;-42,06666667
BA;1142027;BARRA DO MENDES;BARRA DOS MENDES;-11,80333333;-42,05555556
BA;1145013;BARREIRAS;PONTE SERAFIM - MONTANTE;-11,89611111;-45,61194444
BA;1145014;BARREIRAS;NOVA VIDA - MONTANTE;-11,8525;-45,12222222
BA;1145023;BARREIRAS;FAZENDA SAO ROQUE;-11,95722222;-45,45611111
BA;1145024;BARREIRAS;RIO LIMPO;-11,71388889;-45,97416667
BA;1244011;BARREIRAS;BARREIRAS;-11,15444444;-45,00916667
BA;1244021;BARREIRAS;BREJO NOVO;-12,23222222;-44,93416667
BA;1245004;BARREIRAS;FAZENDA REDENCAO;-12,13472222;-45,10416667
BA;1245009;BARREIRAS;BARREIRAS (CODEVASF);-12,15;-45
BA;1245014;BARREIRAS;FAZENDA JOHA;-12,12555556;-45,81083333
BA;1245017;BARREIRAS;LIMOEIRO-1;-12,29083333;-45,54472222
BA;1245029;BARREIRAS;LIMOEIRO-2;-12,29166667;-45,54277778
BA;1141023;BARRO ALTO;BARRO ALTO;-11,7675;-41,90777778
BA;1538001;BELMONTE;BELMONTE;-15,87055556;-38,88861111
BA;1138010;BIRITINGA;BIRITINGA;-11,6;-38,78333333
BA;1240004;BOA VISTA DO TUPIM;BOA VISTA DO TUPIM;-12,65694444;-40,60916667
BA;1240030;BOA VISTA DO TUPIM;BOA VISTA TUPIM;-12,65444444;-40,58833333
BA;1343009;BOM JESUS DA LAPA;FAZENDA BATALHA;-13,63833333;-43,47055556
BA;1343018;BOM JESUS DA LAPA;BOM JESUS DA LAPA;-13,24888889;-43,40111111
BA;1343026;BOM JESUS DA LAPA;QUILOMBO;-13,72361111;-43,49361111
BA;1440037;BOM JESUS DA SERRA;BOM JESUS DA SERRA;-14,37555556;-40,49083333
BA;1241003;BONINAL;BONINAL (GUARANI)-1;-12,71;-41,82527778
BA;1241036;BONINAL;BONINAL (GUARANI)-2;-12,67444444;-41,84527778
BA;1141018;BONITO;BONITO;-11,97166667;-41,26222222
BA;1241027;BONITO;FAZENDA RIBEIRO;-12,06;-41,3475
BA;1339019;BREJOES;BREJOES;-13,1;-39,78333333
BA;1243020;BREJOLANDIA;BREJOLANDIA;-12,48527778;-43,94055556
BA;1242006;BROTAS DE MACAUBAS;BROTAS DE MACAUBAS-1;-12;-42,63333333
BA;1242015;BROTAS DE MACAUBAS;BROTAS DE MACAUBAS-2;-12,00361111;-42,62833333
BA;1441019;BRUMADO;UBIRACABA;-14,13333333;-41,98333333
BA;1441031;BRUMADO;BRUMADO;-14,28166667;-41,75638889
BA;1043012;BURITIRAMA;BURITIRAMA;-10,72861111;-43,63083333
BA;1140020;CAEM;CAEM-1;-11,09416667;-40,435
BA;1140037;CAEM;GONCALO;-11,19166667;-40,26611111
BA;1140039;CAEM;CAEM-2;-11,09361111;-40,4325
BA;1442003;CAETITE;CAETITE-1;-14,06666667;-42,48333333
BA;1442015;CAETITE;CAETITE-2;-14,06777778;-42,48888889
BA;1141025;CAFARNAUM;CAFARNAUM;-11,67472222;-41,46833333
BA;1040026;CALDEIRAO GRANDE;PONTO NOVO;-10,84444444;-40,11166667
BA;1539014;CAMACAN;FAZENDA NANCY;-15,60333333;-39,51694444
BA;1539022;CAMACAN;CAMACAN (VARGITO);-15,42527778;-39,49277778
BA;1539037;CAMACAN;CAMACAN;-15,41666667;-39,5
BA;1238000;CAMACARI;TIRIRICA;-12,57027778;-38,05666667
BA;1238046;CAMACARI;EMBOACICA;-12,60305556;-38,1375
BA;1238114;CAMACARI;CAMACARI ;-12,67194444;-38,35944444
BA;1339048;CAMAMU;FAZENDA CULTROSA;-13,93194444;-39,15861111
BA;943013;CAMPO ALEGRE DE LOURDES;BALUARTE;-9,478055556;-43,53833333
BA;943014;CAMPO ALEGRE DE LOURDES;CAMPO ALEGRE DE LOURDES;-9,513055556;-43,02527778
BA;1040018;CAMPO FORMOSO;SAO TOME;-10,6;-40,95
BA;1040028;CAMPO FORMOSO;ABREUS;-10,1;-40,68333333
BA;1040031;CAMPO FORMOSO;CAMPO FORMOSO;-10,50861111;-40,33138889
BA;1040034;CAMPO FORMOSO;OLHO D'AGUA;-10,69861111;-40,6
BA;1040036;CAMPO FORMOSO;LAJES;-10,18527778;-40,95861111
BA;1141024;CANARANA;CANARANA;-11,69388889;-41,78777778
BA;1541001;CANDIDO SALES;CANDIDO SALES;-15,505;-41,22916667
BA;1039003;CANSANCAO;CANSANCAO;-10,66666667;-39,49666667
BA;1039032;CANSANCAO;AMBROSIO;-10,98472222;-39,23638889
BA;1039033;CANSANCAO;CANSACAO;-10,70111111;-39,5425
BA;939012;CANUDOS;CANUDOS;-9,8925;-39,02972222
BA;1039039;CANUDOS;ALTO REDONDO;-10,08194444;-39,03
BA;1140033;CAPIM GROSSO;ACUDE RIO DO PEIXE;-11,23027778;-39,96583333
BA;1739007;CARAVELAS;CARAVELAS;-17,73944444;-39,2575
BA;1237003;CARDEAL DA SILVA;JANGADO;-12,13027778;-37,94166667
BA;1443002;CARINHANHA;CARINHANHA-1;-14,30444444;-43,76805556
BA;1443018;CARINHANHA;CARINHANHA-2;-14,3;-43,76666667
BA;841019;CASA NOVA;LUIS VIANA;-8,743888889;-41,24361111
BA;940039;CASA NOVA;BAIXA GRANDE;-9,146944444;-40,96444444
BA;941011;CASA NOVA;CASA NOVA;-9,175;-40,97
BA;941016;CASA NOVA;LAJEDO;-9,286388889;-41,52583333
BA;941017;CASA NOVA;LAGOA DO ALEGRE;-9,106944444;-41,68972222
BA;1239002;CASTRO ALVES;CASTRO ALVES;-12,76666667;-39,41666667
BA;1142028;CENTRAL;CENTRAL;-11,13361111;-42,09194444
BA;839027;CHORROCHO;CHORROCHO;-8,979444444;-39,09833333
BA;938015;CHORROCHO;VARZEA DA EMA;-9,517222222;-38,99416667
BA;939021;CHORROCHO;SITIO FURNAS;-9,134166667;-39,31972222
BA;1038004;CICERO DANTAS;CICERO DANTAS;-10,595;-38,38583333
BA;1138014;CIPO;CIPO;-11,09805556;-38,51305556
BA;1439072;COARACI;COARACI;-14,64055556;-39,55333333
BA;1444015;COCOS;COCOS;-14,18027778;-44,53083333
BA;1444017;COCOS;FAZENDA PORTO ALEGRE;-14,26833333;-44,52166667
BA;1444021;COCOS;PONTE DO ITAGUARI;-14,23222222;-44,62527778
BA;1445004;COCOS;TOMIX;-14,33222222;-45,39694444
BA;1139000;CONCEICAO DO COITE;SALGADALIA;-11,46666667;-39,18333333
BA;1139024;CONCEICAO DO COITE;CONCEICAO DO COITE;-11,525;-39,31166667
BA;1137029;CONDE;CONDE;-11,81305556;-37,61138889
BA;1137039;CONDE;ALTAMIRA (IAA);-11,76666667;-37,81666667
BA;1137043;CONDE;USINA ALTAMIRA;-11,76833333;-37,80361111
BA;1441016;CONDEUBA;CONDEUBA;-14,88333333;-41,98333333
BA;1340039;CONTENDAS DO SINCORA;SINCORA;-13,82416667;-40,98666667
BA;1341007;CONTENDAS DO SINCORA;CONTENDAS DO SINCORA;-13,76666667;-41,03333333
BA;1344015;CORIBE;COLONIA DO FORMOSO;-13,56666667;-44,30611111
BA;1344028;CORIBE;CORIBE;-13,82305556;-44,46
BA;1037053;CORONEL JOAO SA;CORONEL JOAO SA (IGUABA);-10,28388889;-37,9275
BA;1037079;CORONEL JOAO SA;CORONEL JOAO SA;-10,28305556;-37,93083333
BA;1344004;CORRENTINA;CORRENTINA-1;-13,33333333;-44,63333333
BA;1344014;CORRENTINA;CORRENTINA-2;-13,33638889;-44,65222222
BA;1344016;CORRENTINA;ARROJADO;-13,45083333;-44,56555556
BA;1344025;CORRENTINA;SITIO JANUARIO;-13,08333333;-44,71694444
BA;1345000;CORRENTINA;ARROJOLANDIA;-13,73416667;-45,40333333
BA;1345003;CORRENTINA;BEBEDOURO;-13,77138889;-45,54722222
BA;1345004;CORRENTINA;SAO  JOSE DO OESTE;-13,70138889;-45,89055556
BA;1345005;CORRENTINA;FAZENDA MORETE;-13,22055556;-45,15333333
BA;1345006;CORRENTINA;ARROJOLANDIA (INEMA);-13,74;-45,46444444
BA;1345008;CORRENTINA;FAZENDA CONQUISTA;-13,76027778;-45,13166667
BA;1346006;CORRENTINA;FAZENDA PLANALTO;-13,75194444;-46,14
BA;1346009;CORRENTINA;PASSAGEM FUNDA;-13,95888889;-46,09555556
BA;1346011;CORRENTINA;ROSARIO;-13,93833333;-46,18638889
BA;1144005;COTEGIPE;FAZENDA MACAMBIRA;-11,61388889;-44,1575
BA;1138027;CRISOPOLIS;CRISOPOLIS;-11,50916667;-38,11944444
BA;1244022;CRISTOPOLIS;CRISTOPOLIS;-12,2325;-44,38722222
BA;1239006;CRUZ DAS ALMAS;CRUZ DAS ALMAS (IPEAL);-12,68333333;-39,1
BA;939000;CURACA;BARRO VERMELHO (IBIPITANGA);-9,435277778;-39,78083333
BA;939017;CURACA;PROXIMO A CURACA II;-9,1225;-39,93638889
BA;939020;CURACA;POCO DE FORA;-9,608611111;-39,79583333
BA;939023;CURACA;PATAMUTE;-9,411944444;-39,47472222
BA;1439107;DARIO MEIRA;DARIO MEIRA;-14,43666667;-39,90361111
BA;1138022;ENTRE RIOS;ENTRE RIOS ;-11,91666667;-38,06666667
BA;1137028;ESPLANADA;ESPLANADA;-11,78333333;-37,95
BA;1137030;ESPLANADA;TIMBO (VFFLB);-11,75;-37,96666667
BA;1237000;ESPLANADA;CORTE GRANDE;-12,0575;-37,75638889
BA;939006;EUCLIDES DA CUNHA;ACUDE COCOROBO;-9,883333333;-39,05
BA;1038011;EUCLIDES DA CUNHA;MASSACARA;-10,43333333;-38,76666667
BA;1038014;EUCLIDES DA CUNHA;ROSARIO;-10,1;-38,98333333
BA;1038025;EUCLIDES DA CUNHA;ARIBICE;-10,55611111;-38,79194444
BA;1038030;EUCLIDES DA CUNHA;EUCLIDES DA CUNHA;-10,54972222;-38,99416667
