UF,TO
Cidade,PEDRO AFONSO
Nome Posto,PEDRO AFONSO
Latitude,-8.96861111111111
Longitude,-48.17611111111111
Codigo,848004
Qtd. Anos,33
Ano,Maxima
1949,81.8
1950,120.5
1951,58
1952,83
1953,87
1954,98
1955,80
1956,32
1957,45
1958,50
1959,50
1977,80.6
1978,90.8
1979,62
1980,97.7
1981,66.2
1982,98
1983,105.4
1984,61.8
1985,94.8
1986,94.4
1987,75.8
1988,93.4
1989,91.4
1990,57.8
1991,94.5
1992,68.7
1993,46.3
1994,66.9
1995,102.6
1996,121
1997,77.5
1998,96.4
