UF,TO
Cidade,RIO SONO
Nome Posto,MANSINHA
Latitude,-9.4575
Longitude,-47.32694444444445
Codigo,947001
Qtd. Anos,37
Ano,Maxima
1983,115
1984,83
1985,96.5
1986,80
1987,76
1988,84
1989,150.5
1990,70.5
1991,76.5
1992,85.5
1993,82.4
1994,125.5
1995,125.5
1996,74.5
1997,121.2
1998,83.5
1999,122.5
2000,150.8
2001,150
2002,83.5
2003,60.8
2004,136.3
2005,102.5
2006,162.5
2007,100.5
2008,96.5
2009,93.4
2010,71.3
2011,96.3
2012,80.5
2013,95.3
2014,65.6
2015,81.8
2016,80.8
2017,140.5
2018,100.5
2019,73.3
