UF,TO
Cidade,SANDOLANDIA
Nome Posto,BARREIRA DO PEQUI
Latitude,-12.098611111111111
Longitude,-49.9475
Codigo,1249003
Qtd. Anos,37
Ano,Maxima
1984,67
1985,91
1986,67.4
1987,64.6
1988,128
1989,125.8
1990,88.6
1991,100.2
1992,85.5
1993,96.5
1994,91.3
1995,145
1996,87.8
1997,122.4
1998,63
1999,104.4
2000,74.5
2001,99.6
2002,76.3
2003,61.2
2004,53.5
2005,61.8
2006,85.5
2007,82.3
2008,66.4
2009,96
2010,147
2011,123
2012,95
2013,140
2014,64
2015,130.3
2016,68
2017,90.6
2018,110.5
2019,88.1
2020,37.8
