UF,TO
Cidade,SANDOLANDIA
Nome Posto,PRAIA ALTA
Latitude,-12.418055555555554
Longitude,-49.59
Codigo,1249004
Qtd. Anos,35
Ano,Maxima
1986,46.7
1987,62.8
1988,65.5
1989,79.1
1990,87.4
1991,97.4
1992,62.1
1993,116.9
1994,98.7
1995,58
1996,81.2
1997,80.7
1998,114
1999,112.3
2000,68.6
2001,157.1
2002,97.1
2003,71
2004,137.4
2005,82
2006,80.9
2007,63.2
2008,100.6
2009,70.1
2010,94.4
2011,61.9
2012,115.2
2013,83
2014,104.3
2015,104.1
2016,76
2017,85.6
2018,110
2019,80.5
2020,50.9
