UF,TO
Cidade,MATEIROS
Nome Posto,MATEIROS
Latitude,-10.546388888888888
Longitude,-46.41861111111111
Codigo,1046001
Qtd. Anos,22
Ano,Maxima
1998,64.5
1999,66.6
2000,82.7
2001,86.5
2002,142.1
2003,58.2
2004,121.6
2005,92.2
2006,122.1
2007,142.6
2008,91.2
2009,93.8
2010,86.1
2011,123.8
2012,76.5
2013,84.8
2014,69.4
2015,66.4
2016,106.1
2017,98.6
2018,101.3
2019,70.6
