UF,TO
Cidade,ESPERANTINA
Nome Posto,ESPERANTINA
Latitude,-5.362222222222222
Longitude,-48.53861111111111
Codigo,548003
Qtd. Anos,17
Ano,Maxima
2004,103
2005,94.2
2006,87.3
2007,79.1
2008,92.5
2009,85.6
2010,85.5
2011,78.1
2012,86.7
2013,182.9
2014,150
2015,94.8
2016,93.2
2017,101.2
2018,156.8
2019,158.6
2020,83.2
