UF,TO
Cidade,LAGOA DA CONFUSAO
Nome Posto,PROXIMO BARREIRA DA CRUZ
Latitude,-10.734444444444444
Longitude,-49.85638888888889
Codigo,1049002
Qtd. Anos,21
Ano,Maxima
1999,127.3
2000,67
2001,95
2002,97
2003,92.3
2004,66.5
2005,75.1
2006,99
2007,60.5
2008,80
2009,66
2010,46.6
2011,126.5
2012,70
2013,107.3
2014,66.8
2015,97.5
2016,72
2017,137.1
2018,95
2019,90.4
