UF,TO
Cidade,SANDOLANDIA
Nome Posto,SANDOLANDIA
Latitude,-12.53361111111111
Longitude,-49.93194444444444
Codigo,1249005
Qtd. Anos,17
Ano,Maxima
2004,501
2005,98.5
2006,606
2007,78.2
2008,78.3
2009,92.8
2010,83.3
2011,79.6
2012,77
2013,164.1
2014,111.4
2015,92.3
2016,65.3
2017,89.7
2018,99.9
2019,77.3
2020,44.6
