UF,TO
Cidade,BOM JESUS DO TOCANTINS
Nome Posto,BOM JESUS DO TOCANTINS
Latitude,-8.97
Longitude,-48.157777777777774
Codigo,848006
Qtd. Anos,16
Ano,Maxima
2004,53.5
2005,70.4
2006,99.2
2007,85
2008,117.3
2009,67.5
2010,78.5
2011,116.9
2012,85.6
2013,117.2
2014,95.1
2015,85.1
2016,147.8
2017,87.6
2018,135.1
2019,97.8
