UF,TO
Cidade,MAURILANDIA DO TOCANTINS
Nome Posto,MAURILANDIA DO TOCANTINS
Latitude,-5.952222222222223
Longitude,-47.51222222222222
Codigo,547006
Qtd. Anos,17
Ano,Maxima
2004,83.9
2005,94.2
2006,60.2
2007,43
2008,92.2
2009,74.7
2010,106.8
2011,85
2012,113.6
2013,70.4
2014,59
2015,90.3
2016,90.5
2017,77.3
2018,124.3
2019,123.8
2020,61.5
