UF,TO
Cidade,LAGOA DA CONFUSAO
Nome Posto,LAGOA DA CONFUSAO
Latitude,-10.781666666666668
Longitude,-49.61083333333333
Codigo,1049003
Qtd. Anos,16
Ano,Maxima
2004,55
2005,132.5
2006,88.2
2007,113.7
2008,104.7
2009,87.3
2010,52.4
2011,80.7
2012,70.5
2013,64.1
2014,56.1
2015,68.8
2016,122
2017,87.3
2018,88.3
2019,76.5
