UF,TO
Cidade,FATIMA
Nome Posto,FAZENDA SANTA RITA
Latitude,-12.585
Longitude,-47.486666666666665
Codigo,1247005
Qtd. Anos,34
Ano,Maxima
1984,49.6
1985,72.6
1986,75.4
1987,86.2
1988,75
1991,150
1992,61.4
1993,73
1994,100
1995,121
1996,47.5
1997,86.2
1998,46.3
1999,39.6
2000,91.7
2001,69
2002,73.5
2003,60.3
2004,83.1
2005,97.5
2006,76.5
2007,89.4
2008,66.5
2009,96.4
2010,47.5
2011,66.7
2012,73.5
2013,61.3
2014,63.9
2015,75
2016,37.6
2017,89.7
2018,82.5
2019,52.3
