UF,TO
Cidade,PIUM
Nome Posto,PIUM
Latitude,-10.44111111111111
Longitude,-49.17916666666667
Codigo,1049001
Qtd. Anos,36
Ano,Maxima
1983,89.6
1984,50
1985,71.2
1986,147.8
1987,127
1989,148.1
1990,83
1991,64.3
1992,135.5
1993,101.3
1994,110
1995,124.1
1996,84.1
1997,87
1998,72.1
1999,82
2000,136.9
2001,87.5
2002,56.7
2003,126
2004,117.2
2005,98.5
2006,111.4
2007,100
2008,123.4
2009,125.5
2010,83
2011,73.3
2012,88.7
2013,84.6
2014,80.6
2015,60.7
2016,88.8
2017,60.2
2018,92.2
2019,61.7
