UF,TO
Cidade,PIUM
Nome Posto,CANGUSSU
Latitude,-9.970277777777778
Longitude,-49.993611111111115
Codigo,950002
Qtd. Anos,36
Ano,Maxima
1984,69.2
1985,52.6
1986,70.6
1987,110.8
1988,114.8
1989,78
1990,103.3
1991,51
1992,70.3
1993,54.5
1994,61.9
1995,50
1996,61.8
1997,9.9
1998,9.9
1999,61.8
2000,67.6
2001,73.8
2002,69.9
2003,71.8
2004,98.7
2005,76.2
2006,76.7
2007,75.9
2008,93.8
2009,94.7
2010,81.9
2011,56.7
2012,65.8
2013,86.2
2014,75.2
2015,71.8
2016,80.6
2017,93
2018,88.2
2019,147.3
