UF,TO
Cidade,CENTENARIO
Nome Posto,CENTENARIO
Latitude,-8.964166666666666
Longitude,-47.33388888888889
Codigo,847004
Qtd. Anos,16
Ano,Maxima
2004,65.6
2005,99.4
2006,86.3
2007,93.9
2008,107.2
2009,82
2010,129.5
2011,68.5
2012,146.7
2013,77.5
2014,221.3
2015,91.5
2016,92.3
2017,69.5
2018,117.3
2019,72
