UF,TO
Cidade,FILADELFIA
Nome Posto,PEIXE
Latitude,-12.016666666666667
Longitude,-48.35
Codigo,1248002
Qtd. Anos,24
Ano,Maxima
1975,88.2
1976,89.5
1977,69.8
1978,90.4
1979,69
1980,83.6
1981,61
1982,92.6
1983,82
1984,131.8
1985,66
1986,68.2
1987,74.8
1988,92.4
1989,83.6
1990,66
1991,84.6
1992,80.4
1993,78.6
1994,69.7
1995,64.6
1996,137.7
1997,115.8
1998,80.3
