UF,TO
Cidade,RECURSOLANDIA
Nome Posto,RECURSOLANDIA
Latitude,-8.737499999999999
Longitude,-47.24166666666667
Codigo,847003
Qtd. Anos,20
Ano,Maxima
2000,62.7
2001,61.1
2002,114.7
2003,92
2004,91.9
2005,75.1
2006,73.9
2007,76.7
2008,112.3
2009,83.5
2010,114.4
2011,64
2012,137
2013,113
2014,95.3
2015,60
2016,106.3
2017,61.3
2018,194.3
2019,84.4
