UF,TO
Cidade,MARIANOPOLIS DO TOCANTINS
Nome Posto,MARIANOPOLIS
Latitude,-9.801111111111112
Longitude,-49.656388888888884
Codigo,949003
Qtd. Anos,21
Ano,Maxima
1999,65.5
2000,74.2
2001,92.3
2002,96.3
2003,101.5
2004,130.2
2005,94.1
2006,116.2
2007,84.7
2008,82.3
2009,88.9
2010,71.3
2011,85.3
2012,96.2
2013,67.7
2014,97.7
2015,90.7
2016,116
2017,92.4
2018,109.2
2019,81.3
