UF,TO
Cidade,FATIMA
Nome Posto,PARANA
Latitude,-12.55
Longitude,-47.85
Codigo,1247003
Qtd. Anos,40
Ano,Maxima
1949,86
1950,63.5
1951,74.1
1952,81
1953,67.2
1954,81.1
1955,56
1956,78.2
1957,77.4
1958,66.6
1959,70
1960,65
1961,56
1962,65
1963,37.6
1964,79.1
1965,35
1966,56.8
1967,63
1968,91
1969,82
1970,80
1971,77
1972,75
1973,95
1974,75.4
1975,48.6
1976,65
1977,87.8
1978,60
1979,77.7
1980,92
1982,68
1983,79.4
1984,66.4
1985,70
1989,95.1
1990,52
1991,40.5
1992,101.5
