UF,MG
Cidade,SANTA RITA DO JACUTINGA
Nome Posto,SANTA RITA DO JACUTINGA
Latitude,-22.150555555555552
Longitude,-44.09
Codigo,2244035
Qtd. Anos,86
Ano,Maxima
1935,26.2
1936,54.2
1937,82.8
1938,75.6
1939,72.6
1940,76.2
1941,88.2
1942,69.4
1943,97.2
1944,75.2
1945,128.8
1946,84.6
1947,106.8
1948,66
1949,66.4
1950,64.4
1951,86.8
1952,113
1953,78.8
1954,79.8
1955,88.2
1956,90.4
1957,77
1958,101.4
1959,70.6
1960,69.8
1961,103.6
1962,93
1963,106
1964,92
1965,73
1966,80
1967,119
1968,73.8
1969,108.5
1970,50.6
1971,99.4
1972,77.2
1973,157.4
1974,85
1975,75
1976,98
1977,116
1978,154
1979,74.3
1980,90
1981,70
1982,70
1983,118
1984,70
1985,89
1986,90
1987,114.7
1988,86.7
1989,777.7
1990,48.7
1991,77.5
1992,74.6
1993,58.7
1994,69.8
1995,81.1
1996,112
1997,80.9
1998,60
1999,117.7
2000,67.5
2001,84.7
2002,70
2003,102.3
2004,78.9
2005,83.4
2006,63.7
2007,54.4
2008,63.1
2009,175.5
2010,103.5
2011,116.6
2012,94.6
2013,66.7
2014,83.4
2015,90
2016,82.5
2017,63.8
2018,82.1
2019,69.5
2020,34.2
