UF,MG
Cidade,MACHADO
Nome Posto,MACHADO
Latitude,-21.666666666666668
Longitude,-45.916666666666664
Codigo,2145033
Qtd. Anos,38
Ano,Maxima
1961,49.6
1962,95.9
1963,85.3
1964,86.2
1965,88.9
1966,95.3
1967,59.9
1968,63.4
1969,102.5
1970,140
1971,42
1972,66
1973,140
1974,65
1975,62
1976,126
1977,400
1978,110
1979,99.2
1980,96.2
1981,104
1982,74
1983,126.5
1984,55.2
1985,103.6
1986,72.2
1987,52.4
1988,63.7
1989,62.6
1990,37.8
1991,82.6
1992,81.2
1993,67.2
1994,97.6
1995,86.4
1996,76.8
1997,71.4
1998,55.9
