UF,MG
Cidade,SANTANA DO JACARE
Nome Posto,SANTANA DO JACARE
Latitude,-20.904999999999998
Longitude,-45.125
Codigo,2045004
Qtd. Anos,76
Ano,Maxima
1941,46.8
1942,45.2
1943,62.4
1944,52
1945,81
1946,45.6
1947,54.4
1948,55.6
1949,53.2
1950,72.2
1951,55.2
1952,54.2
1953,42
1954,63.2
1955,52.3
1956,113.2
1957,72.3
1958,65.3
1959,56
1960,69
1961,83.3
1962,75
1963,64
1964,40
1965,25.2
1966,17
1967,25
1968,31
1969,52.5
1970,17
1971,70.4
1972,76.7
1973,94.6
1974,61
1975,56
1976,57.7
1977,99.3
1978,79.5
1979,60.9
1980,97.5
1981,56
1982,68.8
1983,121.3
1984,78
1985,86.1
1986,58.9
1987,99
1988,74.3
1989,46.4
1990,45.5
1991,70.1
1992,118.5
1993,75
1994,75.2
1995,60.6
1996,78.6
1997,83.1
1998,73.4
1999,71.5
2000,70.5
2001,67.5
2002,75.3
2003,106.5
2004,73.4
2005,54
2006,84.1
2007,66.7
2008,75.6
2009,101.1
2010,90
2011,99.1
2012,93.4
2013,60.1
2014,65
2015,99.5
2016,75
