UF,MG
Cidade,BOM DESPACHO
Nome Posto,BOM DESPACHO
Latitude,-19.7425
Longitude,-45.255
Codigo,1945008
Qtd. Anos,46
Ano,Maxima
1974,27.4
1975,72.8
1976,67.8
1977,77.2
1978,82.4
1979,83.2
1980,57
1981,72.2
1982,75.8
1983,118
1984,61.6
1985,85.8
1986,113.6
1987,105.6
1988,91.4
1989,95
1990,78
1991,98
1992,85
1993,81
1994,128
1995,119
1996,89
1997,95
1998,108
1999,115
2000,106
2001,76
2002,62
2003,111.4
2004,112
2005,126
2006,85
2007,152.1
2008,64.2
2009,93.7
2010,55.4
2011,82.6
2012,51
2013,100
2014,47.2
2015,82.3
2016,85.9
2017,57.7
2018,46
2019,90
