UF,MG
Cidade,UNAI
Nome Posto,SANTO ANTONIO DO BOQUEIRAO
Latitude,-16.529722222222222
Longitude,-46.721111111111114
Codigo,1646003
Qtd. Anos,50
Ano,Maxima
1962,81.4
1963,66.8
1972,41
1973,55
1974,42
1975,81
1976,112
1977,72.2
1978,64.8
1979,83.1
1980,221.9
1981,63.2
1982,88.4
1983,67.2
1984,75.3
1985,70.6
1986,73.2
1987,81.3
1988,75.3
1989,40.4
1990,101
1991,100
1992,74
1993,86.2
1994,62.8
1995,86.7
1996,70.7
1997,80.7
1998,84.6
1999,87.2
2000,97.4
2001,80.5
2002,55.2
2003,52.7
2004,81.5
2005,97.5
2006,81.6
2007,69.2
2008,111.9
2009,68.5
2010,81.7
2011,97.1
2012,63
2013,112.9
2014,72.6
2015,75.4
2016,97.8
2017,64.4
2018,113.5
2019,94.5
