UF,MG
Cidade,MARTINHO CAMPOS
Nome Posto,MARTINHO CAMPOS
Latitude,-19.33222222222222
Longitude,-45.22805555555556
Codigo,1945039
Qtd. Anos,37
Ano,Maxima
1983,62.4
1984,63.2
1985,85.4
1986,53.2
1987,80.2
1988,75
1989,84
1990,71.6
1991,98.6
1992,76.8
1993,60.2
1994,90.6
1995,65
1996,50.6
1997,100.3
1998,57.3
1999,81.4
2000,82.9
2001,74.2
2002,115
2003,97.3
2004,95
2005,108.3
2006,48.5
2007,62.3
2008,79.7
2009,99
2010,63.8
2011,51.6
2012,44.3
2013,67.5
2014,42.1
2015,80
2016,81.8
2017,60
2018,185
2019,67.5
