UF,MG
Cidade,SANTANA DO RIACHO
Nome Posto,VAU DA LAGOA
Latitude,-19.218888888888888
Longitude,-43.588055555555556
Codigo,1943035
Qtd. Anos,65
Ano,Maxima
1955,71
1956,98
1957,98
1958,77
1959,66.5
1960,142.6
1961,75.2
1962,86
1963,43.4
1964,66.5
1965,80.4
1966,100.5
1967,75
1968,79.6
1969,80.3
1970,67.2
1971,70.4
1972,81.2
1973,76.7
1974,64.2
1975,83.4
1976,54
1977,75.5
1978,95
1979,155
1980,109.4
1981,120
1982,93
1983,89.2
1984,86.2
1985,88.2
1986,90.3
1987,66.4
1988,72
1989,91.3
1990,121
1991,115
1992,80.4
1993,75
1994,62
1995,88.5
1996,120.4
1997,112.2
1998,66.5
1999,53.8
2000,73
2001,141.1
2002,76.1
2003,98.4
2004,98.7
2005,64.3
2006,64
2007,71.5
2008,81
2009,93.3
2010,78.7
2011,95.6
2012,55.4
2013,199.1
2014,60.6
2015,37.9
2016,195.3
2017,76.6
2018,128.8
2019,61.8
