UF,MG
Cidade,LIMA DUARTE
Nome Posto,CONCEICAO DO IBITIPOCA
Latitude,-21.75777777777778
Longitude,-43.91777777777777
Codigo,2143011
Qtd. Anos,79
Ano,Maxima
1942,70.1
1943,115
1944,60.2
1945,69.4
1946,70.4
1947,145.3
1948,90.1
1949,83.1
1950,72.3
1951,101.5
1952,97.3
1953,85.1
1954,116.4
1955,75.2
1956,70.3
1957,90.1
1958,81.2
1959,81.3
1960,72.3
1961,56
1962,78.4
1963,91.3
1964,61.1
1965,109
1966,129
1967,65
1968,107.4
1969,69.4
1970,49.3
1971,58.3
1972,114.4
1973,89.2
1974,73.6
1975,73.4
1976,86
1977,64.6
1978,74.4
1979,103.2
1980,109.4
1981,66.8
1982,69
1983,109
1984,55.1
1985,95.1
1986,155.1
1987,70.3
1988,68.3
1989,75.4
1990,58.3
1991,57.1
1992,111
1993,54.3
1994,87
1995,91.3
1996,76.2
1997,72.2
1998,76.1
1999,79.1
2000,77.2
2001,68.1
2002,66.1
2003,80.1
2004,143.1
2005,56.1
2006,47.4
2007,72.1
2008,98.2
2009,99.1
2010,63.1
2011,92.1
2012,84.3
2013,93.4
2014,55.3
2015,99.1
2016,84
2017,63.4
2018,127.1
2019,63.4
2020,18.7
