UF,MG
Cidade,SAPUCAI-MIRIM
Nome Posto,SAPUCAI-MIRIM
Latitude,-22.74527777777778
Longitude,-45.74472222222222
Codigo,2245104
Qtd. Anos,45
Ano,Maxima
1975,79.5
1976,64.1
1977,70.2
1978,158.4
1979,97.4
1980,68.4
1981,58.3
1982,114.1
1983,99.3
1984,45.2
1985,94.3
1986,63.4
1987,50.2
1988,72.3
1989,61.1
1990,95.4
1991,76.1
1992,54.1
1993,54.2
1994,66.6
1995,90.2
1996,66.3
1997,60.4
1998,84.3
1999,93.2
2000,101.4
2001,76.4
2002,72.4
2003,85.1
2004,67.2
2005,102.1
2006,64.4
2007,83.2
2008,48.2
2009,70.1
2010,39.2
2011,78.2
2012,56.3
2013,50.3
2014,50.3
2015,115.3
2016,59.3
2017,50.3
2018,63.3
2019,67.3
