UF,MG
Cidade,JUIZ DE FORA
Nome Posto,CHAPEU D'UVAS
Latitude,-21.593333333333334
Longitude,-43.50333333333333
Codigo,2143020
Qtd. Anos,71
Ano,Maxima
1950,103.4
1951,71.3
1952,99.1
1953,118.7
1954,48.3
1955,82.3
1956,110.2
1957,95.3
1958,135.2
1959,99.4
1960,95.3
1961,138.2
1962,85.2
1963,65.1
1964,73.6
1965,78.4
1966,97.3
1967,48.3
1968,80.6
1969,85.5
1970,78.4
1971,75.5
1972,59.3
1973,90.2
1974,108.3
1975,76.4
1976,114.3
1977,83.1
1978,87.3
1979,112.4
1980,86.4
1981,97.2
1982,78.4
1983,96.4
1984,86.2
1985,95.4
1986,100.2
1987,85
1988,68
1989,76.4
1990,73.2
1991,39.6
1992,61.7
1993,37.6
1994,53.4
1995,87.8
1996,73.4
1997,52.3
1998,53.7
1999,61.3
2000,89.6
2001,79.6
2002,75.5
2003,89.8
2004,91.2
2005,69
2006,119.7
2007,79.9
2008,63.5
2009,91.5
2010,87.5
2011,72.1
2012,62.5
2013,150.2
2014,59.3
2015,50.3
2016,42.3
2017,70.3
2018,93.5
2019,116.7
2020,45
