UF,MG
Cidade,ITATIAIUCU
Nome Posto,FAZENDA BENEDITO CHAVES
Latitude,-20.16916666666667
Longitude,-44.515
Codigo,2044016
Qtd. Anos,50
Ano,Maxima
1970,73.2
1971,63.8
1972,77.8
1973,81.8
1974,65.6
1975,60.6
1976,51.6
1977,56
1978,64.2
1979,94.8
1980,61.6
1981,62.8
1982,85.5
1983,97.4
1984,76
1985,81.4
1986,75.2
1987,49.6
1988,59.6
1989,89.6
1990,57.2
1991,75.6
1992,96
1993,63
1994,112.2
1995,68.4
1996,83.6
1997,115
1998,84.2
1999,91
2000,80.4
2001,87.4
2002,70
2003,112.2
2004,72.6
2005,88.8
2006,116.6
2007,85.6
2008,103.9
2009,66.2
2010,96.3
2011,82.1
2012,69.2
2013,57.6
2014,47.6
2015,76.8
2016,87.1
2017,98.3
2018,88.1
2019,77.7
