UF,MG
Cidade,MONTE BELO
Nome Posto,JUREIA
Latitude,-21.278888888888886
Longitude,-46.36083333333333
Codigo,2146027
Qtd. Anos,47
Ano,Maxima
1967,60
1968,80.8
1969,57
1970,78
1971,36.5
1972,52
1973,45.2
1974,52.9
1975,70
1976,76.9
1977,180.9
1978,57.4
1979,70.2
1980,68.6
1981,96
1982,96.4
1983,81.4
1984,32.4
1985,52
1986,62.4
1987,78.2
1988,122.4
1989,68.2
1990,34.8
1991,78.6
1992,150.4
1993,84.2
1994,76.4
1995,110
1996,52.2
1997,64.6
1998,64.6
1999,68.4
2000,120.6
2001,64.4
2002,78.4
2003,61.6
2004,84.6
2005,102.2
2006,65.4
2007,59
2008,61
2009,53
2010,46.4
2011,60
2012,60.3
2013,30.2
