UF,MG
Cidade,LASSANCE
Nome Posto,LASSANCE
Latitude,-17.89
Longitude,-44.57666666666667
Codigo,1744010
Qtd. Anos,74
Ano,Maxima
1941,25.3
1942,56.6
1948,59.2
1949,83.2
1950,49.9
1951,66.2
1952,80.2
1953,84.7
1954,133.6
1955,84.4
1956,125.3
1957,69.7
1958,98.3
1959,47.7
1960,97.8
1961,120.4
1962,109.3
1963,56.5
1964,68.6
1965,72.3
1966,61.2
1967,52.5
1968,65.1
1969,89.2
1970,55.3
1971,74.3
1972,53.5
1973,66.2
1974,48.5
1975,50.5
1976,69.2
1977,50.8
1978,88
1979,86.1
1980,77.4
1981,90.3
1982,61.3
1983,60.3
1984,81.1
1985,54.3
1986,117.3
1987,106.3
1988,62.3
1989,152.3
1990,63.2
1991,72.3
1992,82.3
1993,61.2
1994,78.2
1995,72.2
1996,64.3
1997,70.7
1998,76.2
1999,76.2
2000,79.2
2001,68.2
2002,66.4
2003,65.2
2004,70.2
2005,63.1
2006,81.2
2007,68.1
2008,61.7
2009,74.3
2010,82.5
2011,82.3
2012,66.3
2013,84.1
2014,57.5
2015,104.5
2016,72.2
2017,58.9
2018,65.9
2019,63.5
