UF,MG
Cidade,RIO PARDO DE MINAS
Nome Posto,RIO PARDO DE MINAS
Latitude,-15.598333333333334
Longitude,-42.5475
Codigo,1542015
Qtd. Anos,44
Ano,Maxima
1976,55.4
1977,45.1
1978,61.1
1979,112.5
1980,48.1
1981,53.3
1982,61.2
1983,124.1
1984,44.5
1985,79.6
1986,81.8
1987,53
1988,47.4
1989,69
1990,40.8
1991,81.8
1992,96.4
1993,58
1994,80.4
1995,80.4
1996,73
1997,58.2
1998,85
1999,57.7
2000,70
2001,87.7
2002,125.5
2003,80.4
2004,55.7
2005,92.9
2006,73.2
2007,80.6
2008,35.4
2009,64.6
2010,56.4
2011,63
2012,47.8
2013,70.4
2014,78.7
2015,40
2016,54.6
2017,91.6
2018,55.4
2019,60.4
