UF,MG
Cidade,CAMBUQUIRA
Nome Posto,FAZENDA JUCA CASIMIRO
Latitude,-21.874166666666667
Longitude,-45.25833333333333
Codigo,2145008
Qtd. Anos,71
Ano,Maxima
1941,63
1942,60.7
1943,90.4
1944,37
1945,86.2
1946,86.8
1947,106.5
1948,64
1949,83
1950,74.8
1951,48.2
1952,68
1953,45.3
1954,49.7
1955,57.3
1956,53
1957,50.7
1958,73
1967,56.8
1968,52.4
1969,119
1970,100.8
1971,58.1
1972,77
1973,61.4
1974,77.5
1975,84
1976,59
1977,44.2
1978,52.2
1979,85.4
1980,95.2
1981,108.8
1982,71.8
1983,93.2
1984,41
1985,81.6
1986,85.2
1987,79.6
1988,64.2
1989,67.2
1990,62.2
1991,132
1992,93
1993,62.4
1994,131.5
1995,53.7
1996,127.5
1997,98
1998,50
1999,71
2000,62.5
2001,60
2002,56.6
2003,76.6
2004,66.5
2005,79.4
2006,161
2007,43.3
2008,54.4
2009,84.7
2010,80.7
2011,148.2
2012,86.5
2013,111.2
2014,74.4
2015,51.5
2016,104.3
2017,66
2018,44.6
2019,32.8
