UF,MG
Cidade,MANGA
Nome Posto,MANGA
Latitude,-14.756666666666666
Longitude,-43.93222222222222
Codigo,1443001
Qtd. Anos,82
Ano,Maxima
1938,52.8
1939,50.3
1940,49
1941,67
1942,66.6
1943,59.1
1944,54.7
1945,64.4
1946,65.3
1947,65.8
1948,48.2
1949,40.2
1950,68.8
1951,63.2
1952,35
1953,88.4
1954,83.1
1955,61
1956,99.5
1957,72.5
1958,50.6
1959,38.5
1960,65
1961,54.5
1962,55.9
1963,65.6
1964,73.5
1965,43.5
1966,70
1967,46.2
1968,99
1969,78.6
1970,106
1971,97
1972,85
1973,50.6
1974,68
1975,61
1976,57
1977,74.4
1978,52.7
1979,78
1980,63.4
1981,76.2
1982,37.2
1983,50.4
1984,37.5
1985,82.5
1986,85.6
1987,54.8
1988,94.6
1989,97.6
1990,48.8
1991,88.6
1992,63
1993,68.8
1994,104.4
1995,60.6
1996,33.6
1997,93.2
1998,70.2
1999,50.8
2000,72.8
2001,62.8
2002,60.8
2003,61.8
2004,136.8
2005,79.4
2006,75.1
2007,122.5
2008,60.6
2009,66.5
2010,121
2011,93.3
2012,56.3
2013,57
2014,84
2015,46.7
2016,147.7
2017,40.5
2018,83.5
2019,62.3
