UF,MG
Cidade,BURITIS
Nome Posto,BURITIS - JUSANTE
Latitude,-15.615833333333333
Longitude,-46.415
Codigo,1546001
Qtd. Anos,43
Ano,Maxima
1972,72.4
1973,60.6
1974,71
1975,44.2
1976,62
1977,90
1978,106.2
1979,49.4
1980,85.2
1981,400
1982,43.2
1983,75.6
1984,29.4
1985,67.2
1986,70.8
1987,37
1988,76
1989,70
1990,41
1991,65
1992,65.4
1993,68.3
1999,103.4
2000,131.7
2001,56.2
2002,107.2
2003,52.8
2004,97.8
2005,102.6
2006,63.7
2007,42.2
2008,80.3
2009,83.7
2010,66.7
2011,81.3
2012,61
2013,65.2
2014,50.4
2015,70.4
2016,88.6
2017,34
2018,70.4
2019,84.6
