UF,MG
Cidade,RIO CASCA
Nome Posto,RIO CASCA
Latitude,-20.21472222222222
Longitude,-42.65222222222222
Codigo,2042011
Qtd. Anos,78
Ano,Maxima
1942,58.4
1943,58.4
1944,50
1945,73
1946,70
1947,60
1948,75
1949,100
1950,80
1951,100
1952,80
1953,80.2
1954,72.3
1955,70.4
1956,93.3
1957,77
1958,56.8
1959,36.9
1960,123.2
1961,105.2
1962,95.1
1963,48.1
1964,65.5
1965,65.8
1966,106.3
1967,70.1
1968,82.2
1969,70.4
1970,64.8
1971,73.8
1972,83.2
1973,84.2
1974,55.6
1975,78.4
1976,87.5
1977,42.2
1978,64.6
1979,115.2
1980,75.4
1981,96.2
1982,68.6
1983,71.2
1984,71.2
1985,95.5
1986,63.4
1987,66.4
1988,45.8
1989,76.8
1990,48.3
1991,140.2
1992,115.4
1993,70.2
1994,148.2
1995,119.7
1996,87.3
1997,97.3
1998,59.5
1999,85.4
2000,90.4
2001,59.4
2002,107.4
2003,98.4
2004,93.5
2005,82.1
2006,84.5
2007,54.7
2008,60.9
2009,78.1
2010,108.5
2011,93
2012,66.1
2013,82.4
2014,82.5
2015,109.2
2016,81.7
2017,146.8
2018,84.5
2019,74.7
