UF,MG
Cidade,ASTOLFO DUTRA
Nome Posto,ASTOLFO DUTRA
Latitude,-21.306944444444444
Longitude,-42.86055555555556
Codigo,2142000
Qtd. Anos,82
Ano,Maxima
1939,56.6
1940,65.7
1941,52.3
1942,91.3
1943,61.7
1944,82.9
1945,33
1946,86
1947,82
1948,113
1949,80
1950,94.5
1951,79.5
1952,79
1953,93.5
1954,57
1955,68
1956,77
1957,71
1958,55
1959,41
1960,72
1961,59
1962,79
1963,93.5
1964,55
1965,62
1966,127.5
1967,96
1968,71.6
1969,60.4
1970,74.2
1971,66.2
1972,124
1973,66.2
1974,54
1975,68
1976,130
1977,58.4
1978,70
1979,108.4
1980,126
1981,97
1982,142
1983,65.8
1984,66
1985,78.4
1986,76
1987,152
1988,56
1989,114
1990,128
1991,128.2
1992,79
1993,106
1994,99
1995,78.2
1996,104.2
1997,91
1998,67.2
1999,71.4
2000,77
2001,78.8
2002,80.2
2003,147
2004,73.2
2005,92.5
2006,98
2007,91.4
2008,121
2009,122.6
2010,58.3
2011,74.2
2012,88.1
2013,53.9
2014,102.1
2015,53.1
2016,74.3
2017,76.2
2018,108.8
2019,69
2020,78.3
