UF,MG
Cidade,PATROCINIO
Nome Posto,SALITRE
Latitude,-19.070555555555554
Longitude,-46.795833333333334
Codigo,1946005
Qtd. Anos,75
Ano,Maxima
1944,45.8
1945,102.5
1946,68.8
1947,96.2
1948,46
1949,55
1950,53
1951,47
1952,46.3
1953,45
1954,81.7
1955,45
1956,70
1957,70.7
1958,38.3
1959,60.3
1960,94.1
1961,112.6
1962,161.2
1963,124.4
1964,581.3
1965,75
1967,88
1968,26.6
1969,70.8
1970,71.4
1971,75
1972,50.6
1973,90.9
1974,91
1975,50.3
1976,76.4
1977,72.6
1978,91
1979,94.8
1980,77
1981,83.2
1982,93.8
1983,147.2
1984,82.2
1985,90.1
1986,70.1
1987,62.3
1988,53.2
1989,89.6
1990,62.1
1991,140.2
1992,120.4
1993,48.2
1994,81.9
1995,80.1
1996,46.8
1997,81.6
1998,53.8
1999,48.8
2000,77.3
2001,71.8
2002,72.7
2003,67.1
2004,111.2
2005,80.1
2006,103.5
2007,72.2
2008,72.3
2009,57
2010,95.8
2011,55.4
2012,51.7
2013,65.9
2014,60.1
2015,84.5
2016,80.7
2017,86.2
2018,60.7
2019,67.3
