UF,MG
Cidade,IBIA
Nome Posto,IBIA
Latitude,-19.474999999999998
Longitude,-46.54194444444444
Codigo,1946004
Qtd. Anos,76
Ano,Maxima
1944,25
1945,25
1946,140.4
1947,78
1948,56
1949,77
1950,64
1951,62.4
1952,88
1953,57
1954,60
1955,73.2
1956,64
1957,82.4
1958,69
1959,95
1960,58.7
1961,173
1962,105.2
1963,48
1964,182
1965,56
1966,78
1967,67
1968,77
1969,60.6
1970,94
1971,93.8
1972,83
1973,63
1974,70.2
1975,62
1976,71
1977,108.2
1978,66
1979,65
1980,59
1981,58
1982,55
1983,91
1984,90
1985,125.7
1986,97.4
1987,120
1988,95
1989,103.3
1990,110
1991,71.7
1992,124
1993,70.5
1994,71.4
1995,94.6
1996,74.4
1997,58.4
1998,79.5
1999,71.7
2000,70
2001,68.4
2002,56.9
2003,60
2004,90
2005,54
2006,59.7
2007,55.8
2008,96.1
2009,71.3
2010,81
2011,74.6
2012,68.1
2013,66.3
2014,88.7
2015,90.8
2016,75.8
2017,86
2018,98.6
2019,106.8
