UF,MG
Cidade,UBERABA
Nome Posto,UBERABA
Latitude,-19.766666666666666
Longitude,-47.93333333333333
Codigo,1947016
Qtd. Anos,46
Ano,Maxima
1966,88.9
1967,76.1
1968,46.8
1969,32.2
1970,65.1
1975,69
1976,59.2
1977,62.4
1978,106
1979,74.4
1980,58.2
1981,83
1982,87.6
1983,84
1984,98.3
1985,110
1986,131.4
1987,75
1988,118
1989,65
1990,63.9
1991,157
1992,79.8
1993,94.4
1994,54
1995,85.4
1996,93.8
1997,109.2
1998,63.6
1999,77.7
2000,92.2
2001,86.6
2002,77.4
2003,107.8
2004,80.2
2005,75
2006,75.6
2007,64
2008,128.6
2009,59
2010,92.5
2011,71.9
2012,86.4
2013,70.6
2014,77
2015,63.1
