UF,MG
Cidade,CORONEL MURTA
Nome Posto,CORONEL MURTA
Latitude,-16.613055555555558
Longitude,-42.18694444444444
Codigo,1642002
Qtd. Anos,72
Ano,Maxima
1948,44.2
1949,100.4
1950,83.4
1951,61
1952,68.8
1953,80.2
1954,87.8
1955,81
1956,88.3
1957,91.8
1958,63.4
1959,94.4
1960,66.6
1961,78.2
1962,74.8
1963,82
1964,62.6
1965,65.6
1966,49.6
1967,113.2
1968,56
1969,73.4
1970,78.4
1971,109
1972,99.6
1973,61.6
1974,70
1975,88.7
1976,62
1977,77.6
1978,38.2
1979,115
1980,78.2
1981,77
1982,40.7
1983,98.6
1984,90.6
1985,78.4
1986,58.5
1987,72.2
1988,60.1
1989,14.6
1990,78.4
1991,58.5
1992,132.5
1993,57.5
1994,61.5
1995,77
1996,63
1997,56.6
1998,64.4
1999,73.3
2000,95.4
2001,46.2
2002,63.2
2003,71.4
2004,66.5
2005,52.3
2006,126
2007,44.5
2008,88
2009,47.8
2010,68.7
2011,89.2
2012,36.7
2013,69
2014,79.7
2015,22.2
2016,62.3
2017,58
2018,54.7
2019,37
