UF,MG
Cidade,OLIVEIRA
Nome Posto,PONTE FERNAO DIAS
Latitude,-20.740833333333335
Longitude,-44.78333333333333
Codigo,2044027
Qtd. Anos,54
Ano,Maxima
1966,5.7
1967,75
1968,63.2
1969,100.4
1970,92.8
1971,75.4
1972,80.6
1973,50.7
1974,63.6
1975,84
1976,67.3
1977,68
1978,105
1979,89.5
1980,69
1981,75
1982,69.5
1983,75
1984,61
1985,105.4
1986,70.4
1987,50.4
1988,66.8
1989,45.6
1990,65.2
1991,61.6
1992,119
1993,75.8
1994,105.4
1995,98.8
1996,108.1
1997,133.8
1998,86.6
1999,68.5
2000,43.1
2001,81.3
2002,48.5
2003,45.7
2004,74.1
2005,101
2006,64.1
2007,48.1
2008,110.4
2009,63
2010,55
2011,129
2012,83.5
2013,84.3
2014,61
2015,72.4
2016,63
2017,103
2018,61.7
2019,85.6
