UF,MG
Cidade,MURIAE
Nome Posto,FAZENDA UMBAUBAS
Latitude,-21.05027777777778
Longitude,-42.51555555555556
Codigo,2142004
Qtd. Anos,78
Ano,Maxima
1943,24.8
1944,24.6
1945,28.3
1946,100.7
1947,63.3
1948,75.5
1949,75.6
1950,54.3
1951,66.2
1952,71.2
1953,84.1
1954,91.3
1955,58.2
1956,65.4
1957,114.3
1958,48.3
1959,63.4
1960,80.1
1961,96.4
1962,92.4
1963,68.2
1964,116.2
1965,131.4
1966,114.3
1967,98.3
1968,75.5
1969,125.1
1970,69.1
1971,67.3
1972,83.1
1973,59.8
1974,61.3
1975,80.9
1976,83.6
1977,60.8
1978,84.1
1979,148
1980,128.3
1981,119.8
1982,124.5
1983,76
1984,82.3
1985,84
1986,64.5
1987,65.2
1988,114.5
1989,50.8
1990,93
1991,64.3
1992,53.5
1993,58.4
1994,96.3
1995,73.1
1996,69.8
1997,89.7
1998,131.8
1999,65.8
2000,104.8
2001,82.9
2002,70.2
2003,81.9
2004,81.4
2005,76.9
2006,75.6
2007,105.8
2008,127.4
2009,158
2010,73.1
2011,88
2012,198.7
2013,117.4
2014,164.3
2015,88.4
2016,109.4
2017,59.3
2018,137.6
2019,114.6
2020,235.6
